comp.no,outcome.no,method,sm,model,common,random,outclab,k,event.e.pooled,n.e.pooled,event.c.pooled,n.c.pooled,TE.pooled,lower.pooled,upper.pooled,level.ma,weight.pooled,Z.pooled,pval.TE.pooled,cd,cd_num,meta_id,total_n,cer,first_check,mh_te,mh_lower,mh_upper,mh_tau2,mh_I2,mhe_te,mhe_lower,mhe_upper,mhe_tau2,mhe_I2,ivf_te,ivf_lower,ivf_upper,ivf_tau2,ivf_I2,ivr_te,ivr_lower,ivr_upper,ivr_tau2,ivr_I2,ivrTACC_te,ivrTACC_lower,ivrTACC_upper,ivrTACC_tau2,ivrTACC_I2,peto_te,peto_lower,peto_upper,peto_tau2,peto_I2,log_te,log_lower,log_upper,log_tau2,log_I2,bayesf_te,bayesf_lower,bayesf_upper,bayesr_te,bayesr_lower,bayesr_upper,ROR_mh,ROR_mhe,ROR_log,ROR_TACC,ROR_peto,ROR_bayesf,ROR_bayesr
1,32,MH,RR,Fixed,TRUE,FALSE,1.32 Cough,2,5,271,5,122,0.3355916892502258,0.0924049227190764,1.2187855211589296,0.95,100,1.6592863398730149,0.0970581065545698,CD002738,1024,10240132,393,0.040983606557377046,0,0.32276999808171875,0.08718195550161921,1.1949774590653428,1,1,0.2717821411017902,0.0683397052807568,1.080858220245685,1,1,0.3410955076868152,0.09086566211341751,1.2804192767439941,1,1,0.3410955076868152,0.09086566211341751,1.2804192767439941,1,1,0.34008351486321436,0.0904109044481562,1.2792350412558762,1,1,0.24125439757130288,0.05388575904588183,1.0801311028751377,1,1,0.3002222513651243,0.0802906840345481,1.1225885206801898,1,1,0.2986432264086969,0.07568475810024085,1.2609882078298515,0.23607680411506066,0.024349788981257423,1.6223005516704996,0.94627455011245,0.7967919101160762,0.8801706401855647,0.9970331100797434,0.7072928025566853,0.875541365038742,0.692113495472418
1,40,MH,OR,Fixed,TRUE,FALSE,1.40 Oropharyngeal side effects,4,30,536,21,461,1.4437218820754774,0.8145715740328995,2.5588087520218026,0.95,100.00000000000004,1.2576004802403429,0.2085363042642253,CD002738,1024,10240140,997,0.0455531453362256,0,1.4437218820754774,0.8145715740328996,2.5588087520218017,1,1,1.4536206686304438,0.81558368157950345,2.590798585103423,1,1,1.4377152201534096,0.8102241873945554,2.551176682231268,1,1,1.4377152201534096,0.8102241873945554,2.551176682231268,1,1,1.4377152201534096,0.8102241873945554,2.551176682231268,1,1,1.4478773618683174,0.8195789206004074,2.5578364722643365,1,1,1.4556877243944644,0.8159750745745041,2.596925833865349,1,1,1.451386524474841,0.8160926422200736,2.6712852847270363,1.5035493009981271,0.5231079373151187,4.741262304178786,1.0041779219123985,1.0110630034752899,1.0125007400555563,1,1.0070682577275794,1.009509048892153,1.0457907657384977
4,17,MH,RR,Fixed,TRUE,FALSE,4.17 Oral candidiasis,4,6,194,5,198,1.1733069977426636,0.4139281854263269,3.325816794848163,0.95,100,0.3006593719864884,0.7636742529317478,CD002738,1024,10240417,392,0.025252525252525252,0,1.1771868892252246,0.4067396176886647,3.4070174428508366,2.8354093733936883,1.39874427518686,1.2251261443635375,0.3717999996075678,4.03693940609815,2.8354093733936883,1.39874427518686,1.5021783685278276,0.36073851819821945,6.255333813931667,2.8354093733936883,1.39874427518686,1.4953661667477551,0.25926568724861127,8.62482033925935,2.8354093733936883,1.39874427518686,1.4973748209086217,0.2595822943213817,8.637458730198317,2.822839992994272,1.398327416058142,1.2277161072922338,0.3719003173419426,4.052932384886689,13.739421801592913,1.8993935351727478,1.6629944551098805,0.18982937338624797,14.568612372222878,10.624429947202161,1,1.2265700303531233,0.3502578374255112,4.733620807374634,1.3831011194580642,0.25663555292293255,9.9539018913201,0.7872231667414725,0.8192817061175339,1.1120984893798267,1.0013432523789376,0.8210136985795067,0.8202472796484144,0.9249247108928149
3,4,MH,RR,Random,FALSE,TRUE,3.4 RMT 100,2,4,51,3,79,1.4236164300099738,0.09606252005892292,21.097549164348536,0.95,100,0.25677717844915554,0.7973507887273078,CD002745,1029,10290304,130,0.0379746835443038,1,0.9825545171339564,0.2366028789332264,4.080311209623105,14.916626695784357,1.8318602491352163,0.8536363636363636,0.1866390070443755,3.9043019616422336,14.916626695784357,1.8318602491352163,0.8653006492214619,0.1855756252692781,4.034717449862407,14.916626695784357,1.8318602491352163,1.4195486299927815,0.08136311292876326,24.76697658653623,14.916626695784357,1.8318602491352163,1.1158375161338203,0.10942754802473519,11.378244188842197,4.358306983561448,1.6404024295179065,0.8255991923298015,0.15412864754016734,4.422370774375254,2794.3005397804445,2.063761687339272,0.8239170372914925,0.15374751875092565,4.415286112284681,1,1,0.8404672780836555,0.14111717701110127,5.794200708834038,1.0634961499725732,0.11293034746766004,13.265737676554583,0.6921598150103196,0.6013435155375441,0.5804077577079427,0.7860509267227389,0.5815927506012948,0.5920665627974502,0.7491790893968748
5,1,MH,RR,Random,FALSE,TRUE,5.1 RMT and zanamivir,2,14,254,3,291,4.633070408625814,1.4579864673143526,14.722593036699347,0.95,100,2.599161555387873,0.00934517802375133,CD002745,1029,10290501,545,0.010309278350515464,0,4.778191832190778,1.4573119886955102,15.666595322290311,1,1,4.948863636363637,1.4237796820275828,17.201573811226684,1,1,4.8520926299267115,1.4886080585393517,15.81531334210949,1,1,4.8520926299267115,1.4886080585393517,15.81531334210949,1,1,4.52494884306599,1.4136222264855747,14.484182300435261,1,1,4.021087409055777,1.5203789623657706,10.634943228961202,1.7288333820785842,1.1824458563997375,5.188427820398456,1.4599925389781703,18.43830192880676,1,1,5.650507943697822,1.8151071853369671,23.185960435539805,6.6892618653498195,1.004000476288383,66.93822758112172,0.9847692937104852,1.0199441795154653,1.0693175535020287,0.932576763921825,0.8287326141002617,1.16455071546793,1.3786344110769495
6,6,MH,RR,Random,FALSE,TRUE,6.6 Dizziness,2,3,291,0,364,4.6867520185027445,0.5261663383306849,41.74657875801735,0.95,100,1.3844552904714762,0.16621908907615549,CD002745,1029,10290606,655,0,0,4.960687090490526,0.5496269918622834,44.772940146879364,1,1,Inf,NA,NA,1,1,4.839255517010036,0.5261807393651846,44.506368642769786,1,1,4.839255517010036,0.5261807393651846,44.506368642769786,1,1,4.401628456538107,0.5143563559993053,37.66714038512281,1,1,9.447140007650173,0.9657977394010411,92.40905283076529,1,1,13242819092.196417,0,Inf,1,1,11865.298082416395,4.3567102921133,40587157508.291336,34.14125314504483,0.9224980186225973,57443.551092016016,1.0250930278539037,Inf,2736540578.53481,0.9095672755997973,1.9521887146573211,2451.8850142774527,7.055063123870593
1,7,MH,RR,Fixed,TRUE,FALSE,1.7 Mortality,3,7,237,8,240,0.8265063319748943,0.32642160695842615,2.092731308934452,0.95,100,0.4020016049408795,0.6876828461044584,CD002772,1045,10450107,477,0.03333333333333333,1,0.8100404201169799,0.2894262037639477,2.267125345562883,1.0399949482448783,1,0.7943225137108086,0.2734546487522257,2.307323202099055,1.0399949482448783,1,0.7696287386652136,0.2553696737904511,2.319493879549124,1.0399949482448783,1,0.7773622526334454,0.24968945567222955,2.4201745732210904,1.0399949482448783,1,0.7763505713932858,0.24779544397175599,2.432329666930357,1.046447490880663,1,0.7942441422295452,0.2735330401444124,2.306206800951363,1.3939875679924403,1.2565096118436276,0.7920187351462549,0.27043403246898107,2.3195811233359636,1,1,0.8014839875470556,0.2598551166896457,2.3483706025716042,0.7614216589737028,0.14484228582538278,3.756948961302142,1.0420372450203643,1.0218177059921645,1.0188541216957194,0.9986985716932713,1.021716888797867,1.031030236973681,0.97949399574556
1,17,MH,RR,Fixed,TRUE,FALSE,"1.17 Pulmonary embolism (early, subgrouped by thrombolysis strategy)",5,11,291,5,142,1.011295294268451,0.33494782953408164,3.053365575266249,0.95,100,0.01992219493902017,0.9841054396551224,CD002783,1055,10550117,433,0.035211267605633804,1,1.0118396701272854,0.3417747628412828,2.9955971866733373,1,1,1.115611468271678,0.32716573155871315,3.804154372188382,1,1,0.7907269508592725,0.2158497296993825,2.896687022429896,1,1,0.7907269508592725,0.2158497296993825,2.896687022429896,1,1,0.6681650979487338,0.16732198212131247,2.6681766045130755,1,1,1.0969664663830836,0.35735049077088965,3.367381490852606,1.9019309952932817,1.1663094280522064,1.1000890847517293,0.3498871988716965,3.458817579758543,1,1,1.136748831680163,0.3697733860462403,4.166545991581658,0.8212382601688795,0.1463845840305907,4.18412543545186,1.2796322030351093,1.4108681474172062,1.3912376245128322,0.8450010426768022,1.3872885769114416,1.4375997054923615,1.0385864036586216
1,13,MH,OR,Fixed,TRUE,FALSE,1.13 Distal embolisation at 30 days,3,42,340,0,338,31.68077923089966,6.231114236174389,161.07420513176314,0.95,100,4.165081111900611,3.112418897939496e-5,CD002784,1056,10560113,678,0,1,31.68077923089965,6.23111423617439,161.074205131763,1.738351472517164,1.214935620781106,Inf,NA,NA,1.738351472517164,1.214935620781106,16.87505333669178,3.0065478481710812,94.71574692863108,1.738351472517164,1.214935620781106,16.31231464735979,2.3860879110593847,111.51794027418228,1.738351472517164,1.214935620781106,17.642409877206404,2.77878619875662,112.01100193121097,1.3427693768424207,1.1195136570542839,8.347134376398255,4.473424168950812,15.575239384015491,1,1,428429284320.2764,0,Inf,1,1,8899.755902725907,33.15555462671707,436846271.22451544,390.3858819417497,15.384664872399814,714392.3867276709,1.942138802234746,Inf,26264162602.43112,1.0815393313947566,0.5117075385588684,545.5851051871639,23.931973504749376
2,1,MH,RR,Fixed,TRUE,FALSE,2.1 Serious adverse events,2,2,100,1,110,1.6661333333333337,0.27679560718850943,10.029061922770586,0.95,100,0.5574277714191885,0.57723519800457,CD002800,1065,10650201,210,0.00909090909090909,1,1.6802832244008716,0.2736487391576904,10.317430012261196,2.8096201815874777,1.331261334343043,2.236859914279269,0.19779708521675365,25.296339784918395,2.8096201815874777,1.331261334343043,1.5562571029290027,0.16881360545052013,14.346806727772012,2.8096201815874777,1.331261334343043,1.5220128567178388,0.10957979095938115,21.140057995484593,2.8096201815874777,1.331261334343043,1.4720546411407838,0.10041648099429491,21.579573841342196,3.1681745597973294,1.3577325493566526,2.1569516681597607,0.2224949592726735,20.91031866063755,118.49905658608533,1.845231454944867,1.9894453954507383,0.10966930455065094,36.089341477060096,2.268572117357943,1,2.6377560156796194,0.1929461621293064,95.00325025913006,2.1923463325353776,0.10418670996613384,68.49468616834561,1.1039875366258973,1.4696721544803308,1.307114711068144,0.9671762197299778,1.4171704651767152,1.733070784545038,1.4404256329759833
1,3,MH,OR,Fixed,TRUE,FALSE,1.3 OHSS incidence rates,3,6,279,8,291,0.8426980674314751,0.29361387354850355,2.4186187943718926,0.95,100,0.3181516979375035,0.7503698704876292,CD002808,1070,10700103,570,0.027491408934707903,1,0.842698067431475,0.2936138735485036,2.4186187943718918,1,1,0.834223728687469,0.279627749749706,2.488770267357757,1,1,0.8601888180817541,0.29528779242921643,2.5057751174398875,1,1,0.8601888180817541,0.29528779242921643,2.5057751174398875,1,1,0.8612218613196221,0.29583017246130533,2.507192178011691,1,1,0.8359596086500976,0.28342053537532347,2.465694542454347,1,1,0.833404530084478,0.2786065398257794,2.4929892571784564,1,1,0.8148698624919783,0.2542207969516183,2.418593117669789,0.6951201924004031,0.12748860943529605,2.922930273507962,0.9796663822144492,0.969814662957154,0.968862315535552,1.001200949391753,0.9718326849613224,0.9473151072913988,0.8081018699482065
1,2,Inverse,RR,Random,FALSE,TRUE,1.2 Number of patients withdrawn or dropped out because of adverse events,3,3,205,2,158,0.9662807205015618,0.15571144216304814,5.996337955918009,0.95,100,0.03682845743547046,0.9706217836803738,CD002823,1078,10780102,363,0.012658227848101266,1,0.9707721950496517,0.2247721179740351,4.192684854223698,1.4820423761092192,1.2422832326774307,1.1384615384615384,0.20630181286922167,6.282517136084646,1.4820423761092192,1.2422832326774307,1.002214949800011,0.18648870029464312,5.386035743804745,1.4820423761092192,1.2422832326774307,0.975078548000843,0.1555665672409749,6.111712764727033,1.4820423761092192,1.2422832326774307,1.0408187412776255,0.2034495887312001,5.3246785061139335,1.000005373486407,1.0058097392683514,1.160004579681689,0.1888896597555948,7.12379188264505,37.829394332081755,1.6922586920839406,1.1649987227418055,0.18291239473997686,7.420065905973333,1,1,1.1305000757269055,0.16895411457592802,9.688227476683599,0.881473740597696,0.09558229876005801,7.261458314467267,0.9955835835379412,1.1675587990277005,1.1947742313994567,1.067420407731835,1.1896524460106224,1.1593938540076754,0.9040028030612913
3,10,MH,RR,Fixed,TRUE,FALSE,3.10 Participant subjective impression of change improved at 8 - 12 months,2,12,32,1,38,9.666666666666666,1.8375387175194997,50.853047913235486,0.95,100,2.6782235053937247,0.00740138115344009,CD002827,1082,10820310,70,0.02631578947368421,1,14.607476635514017,2.51056046781585,84.9923259736197,1,1,19.571428571428573,2.540963037420061,150.7463157415492,1,1,13.5938731917636,2.2460759884984243,82.27388089273401,1,1,13.5938731917636,2.2460759884984243,82.27388089273401,1,1,13.5938731917636,2.2460759884984243,82.27388089273401,1,1,9.44992279683062,2.8225906246294805,31.637971191015886,1,1,22.393916157160515,2.674517909476844,187.50574788711344,1,1,33.936098772214294,5.033080427029747,961.9846895711462,32.91171541705552,3.3311933362188073,911.868878621466,1.074563255773531,1.4397242268882364,1.6473536159458053,1,0.6951604346696598,2.4964260217445498,2.4210697681803017
3,14,MH,RR,Fixed,TRUE,FALSE,3.14 Severe adverse event,2,2,39,0,41,3.1090909090909093,0.33873870973204345,28.53658587953619,0.95,100,1.0028824897464443,0.3159175755727427,CD002827,1082,10820314,80,0,0,3.2970297029702964,0.32700032122424105,33.24279566934738,1,1,Inf,NA,NA,1,1,3.29679687252209,0.32695593920063687,33.24261258334794,1,1,3.29679687252209,0.32695593920063687,33.24261258334794,1,1,3.2182178578599854,0.3235602455628791,32.00926665954146,1,1,7.678583888964974,0.4798299308628269,122.8782256951954,1,1,8471484069.830973,0,Inf,1,1,88225.15143890737,2.6534273298897273,9275720333886728e8,78.91199849408488,0.6859430559921971,1235268.7266046002,1.0000706232313392,Inf,2569610563.6469445,0.9761650420997909,2.3291043354729837,26760.869671480257,23.93596012899522
1,6,MH,RR,Fixed,TRUE,FALSE,1.6 Compliance: 2c. With follow-up - allocated but never accepted treatment,2,22,114,1,99,12.272727272727272,2.582182286577735,58.33044223627062,0.95,100,3.1527765830937717,0.00161725532433572,CD002831,1086,10860106,213,0.010101010101010102,1,14.558205804749335,2.843514751502383,74.53499446115309,2.5886215871177454,1.4387609499269547,19.600000000000005,2.8453387733529354,135.01379997268577,2.5886215871177454,1.4387609499269547,10.017507732244272,1.7808964623580268,56.348284859133805,2.5886215871177454,1.4387609499269547,11.149562938935196,1.2222713084028896,101.70635019790615,2.5886215871177454,1.4387609499269547,11.149562938935196,1.2222713084028896,101.70635019790615,2.5886215871177454,1.4387609499269547,6.727212488225498,2.8237077848945056,16.026937384892275,1.1378749620156554,1.24044027274496,24.12559813078989,3.17773271024824,183.16344961653616,1,1,32.401534020983014,5.808705075407557,3028.7466745576166,28.119455599930667,3.056887564079841,452.57751286875174,1.3057198640415648,1.7579164409714378,2.163815591958435,1,0.6033610936204069,2.906081090213337,2.5220231280757384
1,36,MH,RR,Fixed,TRUE,FALSE,1.36 Adverse event: Death,4,4,327,3,299,1.1459846888271132,0.3119314162178229,4.210159152770641,0.95,100,0.2052456263390496,0.8373802236179078,CD002831,1086,10860136,626,0.010033444816053512,0,1.1485373657404074,0.30542782346349784,4.318984647643167,1,1,1.2286733548710986,0.27335583440063455,5.522612005996738,1,1,1.167145871621194,0.28011855102211036,4.863046309042463,1,1,1.167145871621194,0.28011855102211036,4.863046309042463,1,1,1.1814703162252211,0.2830063970623963,4.932298784092741,1,1,1.2266455263395866,0.27694440575204965,5.433073266827617,1,1,1.230589387731902,0.27235235969473776,5.560261137064189,1,1,1.2561423721239018,0.26139048545611426,6.935485157755102,1.169159639559254,0.18860196556394057,8.229253267382285,0.9840564008893431,1.0527161897633597,1.0543578293453444,1.01227305425339,1.050978764664391,1.0762513946770762,1.0017253781099897
8,1,MH,RR,Random,FALSE,TRUE,8.1 Diabetes,4,23,143,8,174,3.272776365736806,1.5349898445754473,6.977938764857377,0.95,100,3.06929513748203,0.00214564506375286,CD002859,1107,11070801,317,0.04597701149425287,1,3.8182098333099868,1.671058579210776,8.72424612311943,1,1,3.914047705711876,1.6814595021238037,9.110995193900557,1,1,3.7682023161126486,1.6414407505157222,8.650539893502373,1,1,3.7682023161126486,1.6414407505157222,8.650539893502373,1,1,3.72995380630575,1.6344037952358836,8.512312219127486,1,1,3.6001209610431055,1.7021962633131587,7.614204785595559,1,1,3.990033554156297,1.7058532346763495,9.332788682910161,1,1,4.19815439085521,1.8441899233243768,11.130016128037196,4.845596128457386,1.4640215172386244,19.402580021932366,1.013270921517008,1.0387042354322642,1.0588692483668163,0.9898496666053863,0.9553948166873006,1.1141000505477394,1.2859171886121543
1,8,MH,RR,Fixed,TRUE,FALSE,1.8 Placental abruption,4,7,432,3,430,2.011636871219931,0.60988566073495,6.635150098093813,0.95,100,1.1478775257871987,0.2510191466209306,CD002863,1110,11100108,862,0.0069767441860465115,1,2.0356254317391866,0.606195366086338,6.835702036285724,1,1,2.3846246159754223,0.6085329421610685,9.344497503983646,1,1,1.9080512427340237,0.5409422121344022,6.730218983158771,1,1,1.9080512427340237,0.5409422121344022,6.730218983158771,1,1,1.9105495925091782,0.5416936246555689,6.738494933843708,1,1,2.2599360786986975,0.6493898237345128,7.864784591838698,1,1,2.38077878084884,0.6093696480993416,9.301591605389664,1,1,2.444506625342249,0.6123572581493137,12.661604601045568,2.545454242066378,0.5050909188229241,15.404018469600212,1.0668609868267287,1.2497696930605084,1.2477541103337721,1.001309372473443,1.1844210617008704,1.2811535511171832,1.3340596861638931
1,18,MH,RR,Fixed,TRUE,FALSE,1.18 Apgar score less than 7 at 5 minutes,6,13,352,17,350,0.7615589408541142,0.3814122503564034,1.520590961231309,0.95,99.99999999999996,0.7720612035322649,0.4400781855246869,CD002863,1110,11100118,702,0.04857142857142857,0,0.7508420854230047,0.3626885530253199,1.554402069047405,1,1,0.7436680437027825,0.3547848760860633,1.5588098492974296,1,1,0.7851197437270536,0.368492661427382,1.672795896673534,1,1,0.7851197437270536,0.368492661427382,1.672795896673534,1,1,0.7851197437270536,0.368492661427382,1.672795896673534,1,1,0.7459964132879033,0.3588558135061057,1.550791787936153,1,1,0.7426523800370677,0.35369981552442686,1.5593238485492842,1,1,0.7400847629829761,0.34366733926606485,1.5421285139387662,0.677287133793822,0.2369929170921566,1.7763841925516914,0.9563408529999144,0.9472033401841417,0.9459096984513617,1,0.9501689637131945,0.9426393475595312,0.8626545685613027
2,5,MH,RR,Fixed,TRUE,FALSE,2.5 Changed drugs due to maternal side effects,2,5,210,0,200,5.476190476190476,0.6698312554329027,44.77047299343776,0.95,100,1.5861594688456715,0.11270313945606858,CD002863,1110,11100205,410,0,0,5.786542395999089,0.6868576340086833,48.749655303782475,1,1,Inf,NA,NA,1,1,5.297735479825453,0.6007868139670213,46.715408131014726,1,1,5.297735479825453,0.6007868139670213,46.715408131014726,1,1,5.547610447365004,0.604232328599919,50.93402027499107,1,1,7.16709265992981,1.2027648493539975,42.70761423033686,1,1,42227236733.37529,0,Inf,1,1,364.44820450631573,3.036895695800165,144205635.17353964,16.156929628453216,0.972520115122461,756.6596724811141,1.092267142826418,Inf,7970808828.448071,1.0471663729703213,1.3528596675359013,68.79320530332016,3.049780361813298
2,8,MH,RR,Fixed,TRUE,FALSE,2.8 Perinatal mortality,11,11,500,17,458,0.6132553216666645,0.2995175584205219,1.2556261861098168,0.95,100,1.337371117519845,0.18110152737643345,CD002863,1110,11100208,958,0.03711790393013101,0,0.5997672976215569,0.2837746000133716,1.2676286435759752,1,1,0.5771943200382761,0.26565568328991734,1.2540792613906495,1,1,0.5915133336010755,0.262567161857425,1.3325658142195553,1,1,0.5915133336010755,0.262567161857425,1.3325658142195553,1,1,0.5872018401350158,0.2599094127746749,1.3266391446810495,1,1,0.5835178370660117,0.2739461189673867,1.24291983933794,1,1,0.5743125828745681,0.2633097578080476,1.2526499040286494,1,1,0.5620005337692642,0.2482834526607451,1.2206840710016629,0.5517714694939421,0.21242828796429616,1.3835506968240376,1.0139539779606186,0.9757925768543092,0.9709207726192901,0.9927110798334641,0.9864829817336694,0.9501062813713086,0.9328132404637629
1,2,MH,RR,Fixed,TRUE,FALSE,1.2 Uterine hyperstimulation with fetal heart rate changes,3,9,199,0,191,6.764705882352941,1.2330004497532516,37.113729912992525,0.95,100,2.2011219947716616,0.02772738859523164,CD002864,1111,11110102,390,0,1,7.247905513098206,1.2761453733790937,41.16469441698481,1,1,Inf,NA,NA,1,1,6.3939022778111845,1.0873613713946593,37.59742383138318,1,1,6.3939022778111845,1.0873613713946593,37.59742383138318,1,1,6.430463365583568,1.0814769457830467,38.235543769425554,1,1,7.352939719726346,1.9622557310800868,27.55284220378855,1,1,52676485419.478264,0,Inf,1,1,684.5622402643465,7.084394461904146,3629341071.612693,72.05564477905602,2.711005332243798,16419.388313280022,1.133565262367346,Inf,8238550282.865901,1.00571811801054,1.149992508525399,107.06485812896905,11.269431662900349
1,3,MH,RR,Fixed,TRUE,FALSE,1.3 Caesarean section,6,25,515,16,482,1.5232432432432432,0.8360941501972841,2.7751300227835647,0.95,100,1.3750549451627263,0.1691144110036202,CD002864,1111,11110103,997,0.03319502074688797,0,1.5766217984484423,0.8258904780542412,3.0097650492339825,1.0000018015164795,1,1.597772784267961,0.8295792826603497,3.077316325885881,1.0000018015164795,1,1.201446128408823,0.5895037657922696,2.4486235427666525,1.0000018015164795,1,1.2014467239180968,0.5895033131909936,2.4486278501132954,1.0000018015164795,1,1.1971902816612123,0.5869739527576083,2.4417856427368956,1.0000009997855088,1,1.5807164475411668,0.8361916808688736,2.988147986512905,1.5831216439444944,1.3896604401259962,1.6175095116901133,0.6698050799136047,3.906117016528836,1.491822782387228,1,1.6037645008437758,0.833837772276213,3.1060139299798024,1.6256478218504207,0.5620833388213986,4.840524183341735,1.3122694224067162,1.3298740197629286,1.3463014876058539,0.9964572359538311,1.315677521168991,1.3348611044638423,1.3530752462738762
1,4,MH,RR,Fixed,TRUE,FALSE,1.4 Serious neonatal morbidity or perinatal death,3,4,491,0,483,3.588235294117647,0.5976859470148908,21.542136953791857,0.95,100,1.397142359177371,0.16237076599206238,CD002864,1111,11110104,974,0,0,3.6619261445461393,0.5953683183578378,22.523373640534963,1,1,Inf,NA,NA,1,1,3.5918614302996934,0.5781733633902472,22.314186974688617,1,1,3.5918614302996934,0.5781733633902472,22.314186974688617,1,1,3.6545327532684193,0.5840289568395753,22.868060715661148,1,1,7.280635480079598,1.0239367010366058,51.76848621612095,1,1,25670961028.70971,0,Inf,1,1,142.49463446013976,1.8756746361799714,3564983.881628196,6.60276031666265,0.5926535334476546,162.16861380788373,1.0195065192814523,Inf,7146979783.840883,1.0174481460893932,2.0269811687785864,39.67152887862115,1.8382558583591395
1,13,MH,RR,Fixed,TRUE,FALSE,1.13 Apgar score < 7 at 5 minutes,5,11,442,10,434,1.0506024096385542,0.47230249984766814,2.3369883146803887,0.95,100,0.1210146344684598,0.9036794437751152,CD002864,1111,11110113,876,0.02304147465437788,0,1.0529438920287224,0.456354944917177,2.429448507371402,1,1,1.0581302413711093,0.4410502349285227,2.5385761508222133,1,1,1.0287683616865668,0.43479111425015815,2.43419036709736,1,1,1.0287683616865668,0.43479111425015815,2.43419036709736,1,1,1.0287683616865668,0.43479111425015815,2.43419036709736,1,1,1.0578282903827365,0.4421373762421016,2.5308891581274744,1,1,1.0583674987451845,0.4404312031921752,2.54328429566645,1,1,1.0564824946701534,0.4239131323118044,2.576544080579593,1.0308971887884435,0.30748375928153554,3.7843039037560984,1.0234994885559292,1.028540807414029,1.0287714301498276,1,1.0282473001488195,1.0269391381147763,1.0020692968224516
1,16,MH,RR,Fixed,TRUE,FALSE,1.16 Perinatal death,3,4,499,0,491,3.588235294117647,0.5979651928372942,21.53207691715084,0.95,100,1.397506561872674,0.1622612948034639,CD002864,1111,11110116,990,0,0,3.665179360072453,0.5956953522298639,22.551023255789055,1,1,Inf,NA,NA,1,1,3.5951201070727317,0.5784663408486275,22.343371898384703,1,1,3.5951201070727317,0.5784663408486275,22.343371898384703,1,1,3.657902528862535,0.584330781049245,22.89841874602751,1,1,7.285949013148489,1.0243147622409312,51.82494188218405,1,1,25715715439.56035,0,Inf,1,1,245.60924613029803,1.819310546947927,11505030.316696426,5.894731917727871,0.5804050532806369,178.91284586894818,1.0194873191752043,Inf,7152950297.535109,1.0174632334720308,2.0266218641248552,68.31739658630804,1.6396481180506541
1,18,MH,RR,Fixed,TRUE,FALSE,1.18 Maternal side-effects (all),7,87,474,22,466,3.747384734598993,2.4632339981301623,5.700998102399328,0.95,100.00000000000004,6.170950755392863,6.788056341966371e-10,CD002864,1111,11110118,940,0.04721030042918455,0,5.499077101384201,3.3013030491503943,9.15997365790167,4.596486832999323,2.0597351889579887,5.813331523214771,3.4443700704261158,9.811612198401694,4.596486832999323,2.0597351889579887,5.133814152553608,2.944655571929557,8.950468776111999,4.596486832999323,2.0597351889579887,5.003799703013187,1.5390920844829656,16.268039918018285,4.596486832999323,2.0597351889579887,5.003799703013187,1.5390920844829656,16.268039918018285,4.596486832999323,2.0597351889579887,5.4329604783792425,3.4601831998157833,8.530490397503307,2.337919573187479,2.0167990576360855,6.252607703500896,1.9586432843504533,19.96029772559831,3.571700741419762,2.052413566846593,7.82220249828684,4.281944181775195,14.366290668513859,6.599459650878737,2.0946144054590707,22.741783798946162,1.0989802605553471,1.1617834182519535,1.2495719402468692,1,1.085766977264822,1.5632525205947927,1.3188896523785065
1,19,MH,RR,Fixed,TRUE,FALSE,1.19 Nausea,3,11,190,5,182,1.9991967871485945,0.739166429211132,5.40715546025378,0.95,100,1.3646097405691324,0.17237574166519784,CD002864,1111,11110119,372,0.027472527472527472,0,2.0740662865686863,0.7307298659275444,5.886923693231612,1,1,2.184220546797654,0.7369655506618793,6.473598925714102,1,1,2.037365107075326,0.7020871062410939,5.912167511167291,1,1,2.037365107075326,0.7020871062410939,5.912167511167291,1,1,2.037365107075326,0.7020871062410939,5.912167511167291,1,1,2.0859018179861657,0.764299199588097,5.692778949163971,1,1,2.181069535760762,0.7381041322693177,6.444977221842621,1,1,2.342209165958824,0.8156785760169047,7.766487357762315,2.3256200472057733,0.50002766576185,12.701660074417779,1.0180140414528085,1.0720810615693432,1.0705344506914258,1,1.0238232758292967,1.1496266220643718,1.141484184218823
1,20,MH,RR,Fixed,TRUE,FALSE,1.20 Vomiting,3,20,215,10,207,1.8785442234447736,0.9141977305842452,3.86013690624944,0.95,100,1.7158319713448618,0.08619280070436518,CD002864,1111,11110120,422,0.04830917874396135,0,1.9817759986201948,0.9119807591462685,4.306490097865284,1.5622481499624876,1.3928068964017335,2.03448275862069,0.9204580877604038,4.49680452609839,1.5622481499624876,1.3928068964017335,1.8894444987614376,0.8332485586631229,4.284436470706443,1.5622481499624876,1.3928068964017335,1.8761034110560033,0.5758126307520207,6.112689824777031,1.5622481499624876,1.3928068964017335,1.8761034110560033,0.5758126307520207,6.112689824777031,1.5622481499624876,1.3928068964017335,1.974917196123675,0.9349990742193092,4.17144576833042,1.536518362877201,1.451888420327671,1.998531610103416,0.8003533864192779,4.990456296376767,1.1147729855431578,1.3636032206618647,2.0508736761582016,0.9394102097825905,4.710057041147614,2.0829796305197563,0.5207169294490093,9.425296419406582,1.0563255665660303,1.084419305796976,1.0652566368814933,1,1.0526696899996852,1.0931559870699372,1.1102690919085896
